source_id,date,frp,normal_frp,ratio,industry_name,region
korba_22.3173_82.5347,2025-12-13,7.21,1.54,4.68,Dipka Open Cast Mine,korba
korba_21.9586_82.9103,2025-06-04,20.09,4.3,4.67,,korba
korba_21.9519_82.2524,2025-12-13,23.39,5.02,4.66,,korba
singrauli_24.1825_82.6579,2025-03-27,5.31,1.14,4.66,Jayant Mine,singrauli
singrauli_24.1641_82.6218,2025-02-07,6.6,1.42,4.65,Nigahi Mine,singrauli
punjab_30.6308_75.8182,2025-05-16,22.1,4.75,4.65,,punjab
singrauli_24.1590_82.6717,2025-06-10,5.85,1.26,4.64,Dudhichua Mine,singrauli
korba_21.6377_82.6904,2025-12-31,29.53,6.37,4.64,,korba
korba_21.9221_83.3485,2025-04-22,13.79,2.97,4.64,Jindal Steel Works,korba
korba_22.3289_82.5940,2025-05-20,8.12,1.76,4.61,Gevra Open Cast Mine,korba
singrauli_24.1505_82.5672,2025-04-14,9.77,2.12,4.61,Block - B coal mine,singrauli
korba_21.6603_83.3688,2025-12-15,22.78,4.96,4.6,,korba
korba_22.0227_83.0262,2025-12-13,21.25,4.62,4.6,Vandana Trailor,korba
singrauli_24.1505_82.5672,2025-04-26,9.76,2.12,4.6,Block - B coal mine,singrauli
singrauli_24.1428_82.6776,2025-05-12,4.69,1.02,4.6,Dudhichua Mine,singrauli
singrauli_24.1649_82.6862,2025-05-16,4.46,0.97,4.6,Dudhichua Mine,singrauli
korba_22.0356_83.3564,2025-11-25,7.71,1.68,4.59,,korba
korba_21.9851_82.3417,2025-12-13,21.91,4.78,4.59,Arasmeta Cement Plant,korba
singrauli_24.1354_82.7423,2025-06-14,5.18,1.13,4.58,Krishnashila Coal Mine,singrauli
singrauli_24.1825_82.6579,2025-06-04,5.22,1.14,4.58,Jayant Mine,singrauli
singrauli_24.1905_82.5788,2025-05-21,4.39,0.96,4.57,Block - B coal mine,singrauli
singrauli_24.1905_82.5788,2025-05-22,4.38,0.96,4.56,Block - B coal mine,singrauli
korba_21.6592_83.3178,2025-12-15,24.46,5.36,4.56,,korba
korba_21.9272_82.5719,2025-12-17,21.17,4.64,4.56,,korba
korba_22.3570_82.3006,2025-11-10,9.62,2.11,4.56,,korba
singrauli_24.1590_82.6717,2025-01-02,5.73,1.26,4.55,Dudhichua Mine,singrauli
korba_21.7604_82.9474,2025-12-15,18.77,4.14,4.53,,korba
korba_22.0236_83.3065,2025-08-17,2.81,0.62,4.53,,korba
singrauli_24.1505_82.5672,2025-05-21,9.6,2.12,4.53,Block - B coal mine,singrauli
singrauli_24.1590_82.6717,2025-06-05,5.71,1.26,4.53,Dudhichua Mine,singrauli
korba_22.0939_83.1194,2025-04-18,6.48,1.43,4.53,Chhal Coal Mine,korba
korba_22.0356_83.3564,2025-06-14,7.59,1.68,4.52,,korba
korba_22.3570_82.3006,2025-12-04,9.52,2.11,4.51,,korba
korba_22.3570_82.3006,2025-02-18,9.47,2.11,4.49,,korba
singrauli_24.1825_82.6579,2025-05-20,5.12,1.14,4.49,Jayant Mine,singrauli
singrauli_24.1641_82.6218,2025-06-12,6.38,1.42,4.49,Nigahi Mine,singrauli
singrauli_24.1641_82.6218,2025-01-13,6.38,1.42,4.49,Nigahi Mine,singrauli
singrauli_24.1641_82.6218,2025-01-11,6.36,1.42,4.48,Nigahi Mine,singrauli
singrauli_24.1590_82.6717,2025-04-06,5.64,1.26,4.48,Dudhichua Mine,singrauli
singrauli_24.1445_82.6350,2025-06-13,6.1,1.37,4.47,Nigahi Mine,singrauli
korba_21.6742_82.8471,2025-12-28,23.88,5.35,4.46,,korba
singrauli_24.2061_82.5251,2025-05-28,3.75,0.84,4.46,,singrauli
singrauli_24.1825_82.6579,2025-05-26,5.09,1.14,4.46,Jayant Mine,singrauli
korba_21.7451_82.9774,2025-12-10,24.77,5.55,4.46,,korba
korba_21.9893_82.9707,2025-01-26,22.09,4.98,4.44,Vandana Trailor,korba
korba_22.3173_82.5347,2025-12-09,6.83,1.54,4.44,Dipka Open Cast Mine,korba
singrauli_24.1590_82.6717,2025-06-08,5.58,1.26,4.43,Dudhichua Mine,singrauli
punjab_30.7322_76.0620,2025-04-18,22.56,5.09,4.43,,punjab
singrauli_24.1445_82.6350,2025-05-15,6.03,1.37,4.42,Nigahi Mine,singrauli
korba_21.9863_82.7428,2025-01-03,21.78,4.93,4.42,Prakash Industries Steel Plant,korba
singrauli_24.1825_82.6579,2025-04-01,5.04,1.14,4.42,Jayant Mine,singrauli
korba_22.3570_82.3006,2025-03-15,9.33,2.11,4.42,,korba
korba_22.1448_82.5668,2025-03-09,21.31,4.82,4.42,Marwa Thermal Power Plant,korba
korba_21.8025_82.9678,2025-01-19,21.57,4.89,4.41,,korba
korba_21.6477_82.4739,2025-12-19,28.22,6.4,4.41,,korba
korba_21.9221_83.3485,2025-10-11,13.1,2.97,4.41,Jindal Steel Works,korba
singrauli_24.1641_82.6218,2025-01-19,6.25,1.42,4.4,Nigahi Mine,singrauli
korba_22.3570_82.3006,2025-12-12,9.27,2.11,4.39,,korba
singrauli_24.1505_82.5672,2025-03-28,9.3,2.12,4.39,Block - B coal mine,singrauli
korba_21.9221_83.3485,2025-04-20,13.05,2.97,4.39,Jindal Steel Works,korba
korba_21.8562_82.6029,2025-12-30,21.99,5.01,4.39,Prakash Industries Steel Plant,korba
korba_21.9221_83.3485,2025-03-27,13.02,2.97,4.38,Jindal Steel Works,korba
korba_21.9035_82.5092,2025-12-19,20.32,4.65,4.37,,korba
korba_22.3289_82.5940,2025-02-17,7.69,1.76,4.37,Gevra Open Cast Mine,korba
singrauli_24.1445_82.6350,2025-05-07,5.97,1.37,4.37,Nigahi Mine,singrauli
punjab_30.9688_75.4259,2025-05-31,22.76,5.21,4.37,,punjab
korba_21.9352_83.2009,2025-02-15,30.02,6.89,4.36,Baradarha Power Station,korba
korba_21.6657_82.7818,2025-01-22,21.35,4.9,4.36,,korba
korba_22.0048_82.6706,2025-06-08,8.07,1.85,4.36,Prakash Industries Steel Plant,korba
singrauli_24.1641_82.6218,2025-02-01,6.19,1.42,4.36,Nigahi Mine,singrauli
singrauli_24.1505_82.5672,2025-03-06,9.24,2.12,4.36,Block - B coal mine,singrauli
korba_22.0323_82.5353,2025-12-09,13.7,3.14,4.36,,korba
korba_22.0356_83.3564,2025-06-09,7.33,1.68,4.36,,korba
korba_22.0939_83.1194,2025-04-19,6.22,1.43,4.35,Chhal Coal Mine,korba
korba_22.0939_83.1194,2025-04-10,6.22,1.43,4.35,Chhal Coal Mine,korba
korba_21.9863_82.7428,2025-03-04,21.39,4.93,4.34,Prakash Industries Steel Plant,korba
singrauli_24.1505_82.5672,2025-07-06,9.21,2.12,4.34,Block - B coal mine,singrauli
jamnagar_22.3364_69.8674,2025-04-30,10.55,2.43,4.34,Reliance Refinery,jamnagar
korba_21.9496_82.8468,2025-01-02,20.28,4.69,4.33,,korba
singrauli_24.2066_82.7111,2025-06-11,5.76,1.33,4.33,Jhingurdah Mine,singrauli
korba_22.0236_83.3065,2025-03-05,2.68,0.62,4.32,,korba
korba_22.3570_82.3006,2025-11-22,9.09,2.11,4.31,,korba
korba_22.0356_83.3564,2025-04-15,7.22,1.68,4.3,,korba
singrauli_24.1641_82.6218,2025-02-06,6.1,1.42,4.3,Nigahi Mine,singrauli
korba_21.6521_82.9099,2025-12-11,20.02,4.67,4.29,,korba
korba_21.7779_83.1822,2025-02-15,18.05,4.22,4.28,AVANTHA BHANDAR TPP,korba
singrauli_24.1505_82.5672,2025-05-27,9.06,2.12,4.27,Block - B coal mine,singrauli
korba_21.9035_82.5092,2025-01-03,19.8,4.65,4.26,,korba
korba_21.9221_83.3485,2025-04-17,12.66,2.97,4.26,Jindal Steel Works,korba
korba_22.3570_82.3006,2025-02-11,8.96,2.11,4.25,,korba
singrauli_24.1788_82.5590,2025-05-21,5.72,1.35,4.25,Block - B coal mine,singrauli
korba_22.3570_82.3006,2025-01-16,8.94,2.11,4.24,,korba
singrauli_24.1445_82.6350,2025-05-17,5.79,1.37,4.24,Nigahi Mine,singrauli
punjab_30.3874_75.6225,2025-05-20,30.56,7.21,4.24,,punjab
singrauli_24.1505_82.5672,2025-04-30,8.97,2.12,4.23,Block - B coal mine,singrauli
korba_22.3173_82.5347,2025-05-14,6.51,1.54,4.23,Dipka Open Cast Mine,korba
korba_21.9844_83.2332,2025-05-11,6.9,1.63,4.23,RAIGARH TPP,korba
singrauli_24.1505_82.5672,2025-05-12,8.96,2.12,4.23,Block - B coal mine,singrauli
korba_21.7174_83.3458,2025-03-13,13.64,3.23,4.22,Adani Korba West power station,korba
korba_21.6708_82.5032,2025-12-10,26.95,6.38,4.22,,korba
korba_22.3570_82.3006,2025-12-08,8.9,2.11,4.22,,korba
korba_22.0356_83.3564,2025-04-19,7.07,1.68,4.21,,korba
singrauli_24.1428_82.6776,2025-04-28,4.28,1.02,4.2,Dudhichua Mine,singrauli
korba_22.3570_82.3006,2025-12-03,8.87,2.11,4.2,,korba
korba_21.8652_82.3610,2025-12-11,18.93,4.52,4.19,AKALTARA TPP,korba
korba_22.3312_82.6625,2025-05-09,3.52,0.84,4.19,Kusmunda Open Cast Mine,korba
korba_22.0048_82.6706,2025-10-22,7.76,1.85,4.19,Prakash Industries Steel Plant,korba
singrauli_24.1590_82.6717,2025-06-12,5.28,1.26,4.19,Dudhichua Mine,singrauli
singrauli_24.1825_82.6579,2025-06-14,4.78,1.14,4.19,Jayant Mine,singrauli
korba_22.0430_82.9759,2025-12-31,17.36,4.15,4.18,,korba
singrauli_24.1505_82.5672,2025-03-31,8.86,2.12,4.18,Block - B coal mine,singrauli
singrauli_24.1641_82.6218,2025-01-01,5.93,1.42,4.18,Nigahi Mine,singrauli
singrauli_24.1505_82.5672,2025-05-13,8.87,2.12,4.18,Block - B coal mine,singrauli
singrauli_24.1445_82.6350,2025-05-12,5.71,1.37,4.18,Nigahi Mine,singrauli
singrauli_24.1505_82.5672,2025-03-29,8.86,2.12,4.18,Block - B coal mine,singrauli
punjab_30.7631_75.3168,2025-05-14,27.45,6.58,4.17,Grandfather Food Processing,punjab
korba_22.3289_82.5940,2025-12-23,7.34,1.76,4.17,Gevra Open Cast Mine,korba
singrauli_24.1505_82.5672,2025-03-18,8.83,2.12,4.17,Block - B coal mine,singrauli
korba_21.6707_82.3327,2025-02-15,25.47,6.1,4.17,,korba
punjab_30.3423_75.8687,2025-05-14,20.66,4.96,4.16,Dhuri Sugar Mill,punjab
korba_22.0939_83.1194,2025-06-14,5.95,1.43,4.16,Chhal Coal Mine,korba
korba_22.3570_82.3006,2025-06-09,8.78,2.11,4.16,,korba
punjab_30.7806_75.4417,2025-05-15,23.44,5.65,4.15,,punjab
korba_22.3570_82.3006,2025-03-22,8.74,2.11,4.14,,korba
korba_21.9893_82.9707,2025-12-20,20.58,4.98,4.13,Vandana Trailor,korba
korba_21.8524_82.7539,2025-12-25,26.25,6.35,4.13,Prakash Industries Steel Plant,korba
korba_22.3570_82.3006,2025-03-04,8.72,2.11,4.13,,korba
korba_21.6616_83.2961,2025-12-12,22.78,5.52,4.13,,korba
korba_21.6133_82.4474,2025-02-13,21.71,5.26,4.13,,korba
singrauli_24.1649_82.6862,2025-10-09,4.0,0.97,4.12,Dudhichua Mine,singrauli
korba_21.8770_83.1039,2025-01-04,16.23,3.94,4.12,UCHPINDA TPP,korba
korba_22.0356_83.3564,2025-06-07,6.93,1.68,4.12,,korba
singrauli_24.1505_82.5672,2025-06-15,8.74,2.12,4.12,Block - B coal mine,singrauli
singrauli_24.1825_82.6579,2025-06-12,4.7,1.14,4.12,Jayant Mine,singrauli
korba_21.9893_82.9707,2025-12-30,20.45,4.98,4.11,Vandana Trailor,korba
korba_21.9035_82.5092,2025-12-13,19.12,4.65,4.11,,korba
korba_22.0418_82.2792,2025-12-11,17.81,4.34,4.1,,korba
korba_21.7653_83.1127,2025-03-03,19.77,4.82,4.1,,korba
singrauli_24.1390_82.7038,2025-12-31,4.44,1.08,4.09,Khadia Mine,singrauli
singrauli_24.1505_82.5672,2025-06-04,8.68,2.12,4.09,Block - B coal mine,singrauli
punjab_30.7964_75.3356,2025-05-15,30.58,7.47,4.09,Grandfather Food Processing,punjab
korba_21.9844_83.2332,2025-06-13,6.67,1.63,4.09,RAIGARH TPP,korba
korba_21.9221_83.3485,2025-05-10,12.13,2.97,4.08,Jindal Steel Works,korba
singrauli_24.1505_82.5672,2025-05-09,8.64,2.12,4.08,Block - B coal mine,singrauli
singrauli_24.1461_82.6576,2025-12-11,6.03,1.48,4.07,Jayant Mine,singrauli
korba_22.0221_83.3796,2025-06-08,5.29,1.3,4.07,,korba
singrauli_24.1590_82.6717,2025-11-18,5.13,1.26,4.07,Dudhichua Mine,singrauli
korba_21.9857_83.3659,2025-09-07,2.44,0.6,4.07,,korba
korba_21.9844_83.2332,2025-07-19,6.64,1.63,4.07,RAIGARH TPP,korba
korba_21.9035_82.5092,2025-12-28,18.9,4.65,4.06,,korba
korba_21.9124_83.1035,2025-03-06,21.14,5.21,4.06,Athena Chhattisgarh power station,korba
korba_22.0602_82.6668,2025-01-08,24.84,6.12,4.06,Prakash Industries Steel Plant,korba
singrauli_24.1590_82.6717,2025-09-25,5.11,1.26,4.06,Dudhichua Mine,singrauli
korba_22.3289_82.5940,2025-02-18,7.13,1.76,4.05,Gevra Open Cast Mine,korba
korba_22.3173_82.5347,2025-03-18,6.24,1.54,4.05,Dipka Open Cast Mine,korba
singrauli_24.1505_82.5672,2025-05-05,8.59,2.12,4.05,Block - B coal mine,singrauli
korba_21.6603_83.3688,2025-01-03,20.08,4.96,4.05,,korba
korba_22.3289_82.5940,2025-05-13,7.12,1.76,4.05,Gevra Open Cast Mine,korba
singrauli_24.1641_82.6218,2025-02-11,5.75,1.42,4.05,Nigahi Mine,singrauli
singrauli_24.1428_82.6776,2025-04-16,4.13,1.02,4.05,Dudhichua Mine,singrauli
singrauli_24.1445_82.6350,2025-01-03,5.53,1.37,4.05,Nigahi Mine,singrauli
singrauli_24.1590_82.6717,2025-01-27,5.1,1.26,4.05,Dudhichua Mine,singrauli
singrauli_24.1825_82.6579,2025-03-28,4.61,1.14,4.04,Jayant Mine,singrauli
korba_21.6377_82.6904,2025-12-08,25.72,6.37,4.04,,korba
singrauli_24.1905_82.5788,2025-05-28,3.88,0.96,4.04,Block - B coal mine,singrauli
korba_21.8784_82.6595,2025-06-05,18.89,4.68,4.04,Prakash Industries Steel Plant,korba
korba_22.1448_82.5668,2025-02-11,19.45,4.82,4.04,Marwa Thermal Power Plant,korba
korba_22.3173_82.5347,2025-11-22,6.22,1.54,4.04,Dipka Open Cast Mine,korba
singrauli_24.1825_82.6579,2025-04-02,4.6,1.14,4.04,Jayant Mine,singrauli
korba_21.9844_83.2332,2025-04-16,6.57,1.63,4.03,RAIGARH TPP,korba
korba_22.3570_82.3006,2025-04-16,8.5,2.11,4.03,,korba
punjab_30.5250_75.3422,2025-05-17,24.93,6.2,4.02,,punjab
korba_22.1563_82.2724,2025-02-10,23.05,5.73,4.02,Sipat Thermal Power Station,korba
singrauli_24.1390_82.7038,2025-10-17,4.36,1.08,4.02,Khadia Mine,singrauli
singrauli_24.1905_82.5788,2025-03-30,3.85,0.96,4.01,Block - B coal mine,singrauli
korba_21.7007_83.1116,2025-01-03,25.09,6.26,4.01,,korba
korba_21.8428_82.8932,2025-12-13,15.95,3.98,4.01,,korba
singrauli_24.1641_82.6218,2025-01-27,5.69,1.42,4.01,Nigahi Mine,singrauli
singrauli_24.1505_82.5672,2025-03-14,8.5,2.12,4.01,Block - B coal mine,singrauli
korba_22.3289_82.5940,2025-05-21,7.06,1.76,4.01,Gevra Open Cast Mine,korba
korba_22.3570_82.3006,2025-01-01,8.44,2.11,4.0,,korba
korba_22.0025_82.4714,2025-12-08,15.4,3.85,4.0,,korba
singrauli_24.1390_82.7038,2025-12-11,4.34,1.08,4.0,Khadia Mine,singrauli
korba_21.6536_82.7182,2025-01-02,25.98,6.49,4.0,,korba
korba_21.9587_82.9834,2025-12-17,19.97,5.01,3.99,,korba
korba_22.3173_82.5347,2025-04-01,6.13,1.54,3.98,Dipka Open Cast Mine,korba
singrauli_24.1505_82.5672,2025-02-23,8.44,2.12,3.98,Block - B coal mine,singrauli
singrauli_24.1825_82.6579,2025-04-07,4.54,1.14,3.98,Jayant Mine,singrauli
singrauli_24.1641_82.6218,2025-01-07,5.65,1.42,3.98,Nigahi Mine,singrauli
korba_22.3570_82.3006,2025-03-18,8.4,2.11,3.98,,korba
korba_22.0048_82.6706,2025-05-12,7.37,1.85,3.98,Prakash Industries Steel Plant,korba
singrauli_24.1445_82.6350,2025-02-17,5.43,1.37,3.98,Nigahi Mine,singrauli
korba_21.6913_83.1759,2025-12-17,21.36,5.38,3.97,,korba
korba_22.3289_82.5940,2025-02-13,6.98,1.76,3.97,Gevra Open Cast Mine,korba
korba_21.6904_82.7371,2025-03-01,25.37,6.41,3.96,,korba
korba_22.3173_82.5347,2025-03-13,6.1,1.54,3.96,Dipka Open Cast Mine,korba
korba_22.3289_82.5940,2025-02-16,6.95,1.76,3.95,Gevra Open Cast Mine,korba
korba_21.7549_82.7770,2025-12-16,21.23,5.39,3.94,,korba
korba_22.3289_82.5940,2025-02-21,6.94,1.76,3.94,Gevra Open Cast Mine,korba
korba_22.3570_82.3006,2025-02-27,8.32,2.11,3.94,,korba
singrauli_24.1590_82.6717,2025-05-28,4.95,1.26,3.93,Dudhichua Mine,singrauli
korba_22.0356_83.3564,2025-12-29,6.6,1.68,3.93,,korba
korba_21.8869_83.2194,2025-02-08,17.3,4.4,3.93,Baradarha Power Station,korba
singrauli_24.1505_82.5672,2025-04-11,8.33,2.12,3.93,Block - B coal mine,singrauli
korba_21.8754_83.0462,2025-01-04,17.27,4.42,3.9,UCHPINDA TPP,korba
korba_21.6380_83.1381,2025-12-05,17.52,4.49,3.9,,korba
korba_22.3289_82.5940,2025-04-27,6.86,1.76,3.9,Gevra Open Cast Mine,korba
punjab_30.4251_75.9966,2025-05-15,21.62,5.54,3.9,,punjab
singrauli_24.1445_82.6350,2025-05-30,5.32,1.37,3.9,Nigahi Mine,singrauli
korba_22.3173_82.5347,2025-06-08,6.0,1.54,3.9,Dipka Open Cast Mine,korba
korba_21.9221_83.3485,2025-05-06,11.55,2.97,3.89,Jindal Steel Works,korba
korba_21.8323_82.3306,2025-02-07,24.13,6.24,3.87,,korba
korba_22.3570_82.3006,2025-12-28,8.16,2.11,3.87,,korba
korba_21.9221_83.3485,2025-03-12,11.45,2.97,3.86,Jindal Steel Works,korba
korba_21.7326_82.8763,2025-12-13,17.44,4.51,3.86,,korba
korba_21.8652_82.7991,2025-02-08,18.92,4.9,3.86,Prakash Industries Steel Plant,korba
singrauli_24.1905_82.5788,2025-05-17,3.71,0.96,3.86,Block - B coal mine,singrauli
korba_21.6377_82.6904,2025-12-17,24.55,6.37,3.85,,korba
singrauli_24.1505_82.5672,2025-07-04,8.16,2.12,3.85,Block - B coal mine,singrauli
korba_22.3570_82.3006,2025-03-05,8.13,2.11,3.85,,korba
korba_22.3289_82.5940,2025-04-30,6.76,1.76,3.84,Gevra Open Cast Mine,korba
korba_22.0356_83.3564,2025-12-02,6.45,1.68,3.84,,korba
korba_21.7779_83.1822,2025-02-27,16.21,4.22,3.84,AVANTHA BHANDAR TPP,korba
punjab_30.7322_76.0620,2025-04-19,19.57,5.09,3.84,,punjab
korba_22.0356_83.3564,2025-04-17,6.45,1.68,3.84,,korba
korba_21.8357_82.6114,2025-01-04,20.3,5.28,3.84,,korba
korba_22.3289_82.5940,2025-12-30,6.75,1.76,3.84,Gevra Open Cast Mine,korba
korba_21.9221_83.3485,2025-05-07,11.4,2.97,3.84,Jindal Steel Works,korba
singrauli_24.1505_82.5672,2025-03-08,8.11,2.12,3.83,Block - B coal mine,singrauli
singrauli_24.1505_82.5672,2025-04-10,8.11,2.12,3.83,Block - B coal mine,singrauli
korba_21.9221_83.3485,2025-04-11,11.37,2.97,3.83,Jindal Steel Works,korba
korba_21.9119_82.4190,2025-12-31,20.43,5.33,3.83,AKALTARA TPP,korba
korba_22.3289_82.5940,2025-02-14,6.74,1.76,3.83,Gevra Open Cast Mine,korba
korba_22.3570_82.3006,2025-02-12,8.05,2.11,3.82,,korba
singrauli_24.1390_82.7038,2025-10-21,4.14,1.08,3.82,Khadia Mine,singrauli
korba_21.9936_82.7674,2025-02-15,17.96,4.7,3.82,Prakash Industries Steel Plant,korba
korba_22.3289_82.5940,2025-05-17,6.72,1.76,3.82,Gevra Open Cast Mine,korba
singrauli_24.1641_82.6218,2025-01-28,5.42,1.42,3.82,Nigahi Mine,singrauli
singrauli_24.1905_82.5788,2025-05-18,3.66,0.96,3.81,Block - B coal mine,singrauli
korba_21.9194_82.5951,2025-12-27,14.94,3.92,3.81,Prakash Industries Steel Plant,korba
korba_22.3289_82.5940,2025-05-03,6.71,1.76,3.81,Gevra Open Cast Mine,korba
korba_22.3289_82.5940,2025-06-12,6.68,1.76,3.8,Gevra Open Cast Mine,korba
korba_22.3289_82.5940,2025-12-11,6.69,1.76,3.8,Gevra Open Cast Mine,korba
singrauli_24.1505_82.5672,2025-05-03,8.03,2.12,3.79,Block - B coal mine,singrauli
korba_22.3289_82.5940,2025-12-31,6.67,1.76,3.79,Gevra Open Cast Mine,korba
korba_21.7451_82.9774,2025-05-21,21.03,5.55,3.79,,korba
korba_21.7326_82.8763,2025-12-17,17.12,4.51,3.79,,korba
korba_21.9221_83.3485,2025-11-19,11.22,2.97,3.78,Jindal Steel Works,korba
korba_21.6174_83.3738,2025-12-26,13.43,3.55,3.78,,korba
singrauli_24.1505_82.5672,2025-04-18,8.01,2.12,3.78,Block - B coal mine,singrauli
korba_22.3173_82.5347,2025-03-17,5.8,1.54,3.77,Dipka Open Cast Mine,korba
korba_22.3570_82.3006,2025-03-11,7.95,2.11,3.77,,korba
korba_21.9524_82.5141,2025-01-02,14.21,3.78,3.76,,korba
korba_22.0356_83.3564,2025-05-02,6.31,1.68,3.76,,korba
korba_21.9221_83.3485,2025-04-08,11.14,2.97,3.75,Jindal Steel Works,korba
korba_22.3173_82.5347,2025-03-06,5.77,1.54,3.75,Dipka Open Cast Mine,korba
korba_21.9932_82.8692,2025-12-25,15.5,4.13,3.75,,korba
korba_21.9221_83.3485,2025-03-30,11.14,2.97,3.75,Jindal Steel Works,korba
korba_21.6960_82.6216,2025-12-25,23.57,6.28,3.75,,korba
singrauli_24.1461_82.6576,2025-03-27,5.55,1.48,3.75,Jayant Mine,singrauli
korba_21.9221_83.3485,2025-05-03,11.13,2.97,3.75,Jindal Steel Works,korba
korba_22.0939_83.1194,2025-11-17,5.35,1.43,3.74,Chhal Coal Mine,korba
singrauli_24.1428_82.6776,2025-03-17,3.8,1.02,3.73,Dudhichua Mine,singrauli
singrauli_24.1505_82.5672,2025-05-16,7.9,2.12,3.73,Block - B coal mine,singrauli
korba_21.8717_82.2532,2025-01-06,18.7,5.01,3.73,,korba
singrauli_24.1390_82.7038,2025-10-23,4.05,1.08,3.73,Khadia Mine,singrauli
korba_22.3570_82.3006,2025-06-14,7.87,2.11,3.73,,korba
singrauli_24.1641_82.6218,2025-06-13,5.29,1.42,3.73,Nigahi Mine,singrauli
korba_22.3173_82.5347,2025-05-03,5.73,1.54,3.72,Dipka Open Cast Mine,korba
korba_22.3570_82.3006,2025-02-21,7.85,2.11,3.72,,korba
singrauli_24.1641_82.6218,2025-03-05,5.28,1.42,3.72,Nigahi Mine,singrauli
singrauli_24.1445_82.6350,2025-01-02,5.08,1.37,3.72,Nigahi Mine,singrauli
singrauli_24.1825_82.6579,2025-05-28,4.24,1.14,3.72,Jayant Mine,singrauli
korba_22.3225_82.6744,2025-04-30,3.16,0.85,3.72,Kusmunda Open Cast Mine,korba
korba_22.1665_82.5015,2025-02-11,16.77,4.51,3.72,,korba
singrauli_24.1445_82.6350,2025-02-15,5.08,1.37,3.72,Nigahi Mine,singrauli
singrauli_24.1590_82.6717,2025-04-10,4.67,1.26,3.71,Dudhichua Mine,singrauli
singrauli_24.1641_82.6218,2025-02-02,5.27,1.42,3.71,Nigahi Mine,singrauli
korba_21.9221_83.3485,2025-03-13,10.99,2.97,3.7,Jindal Steel Works,korba
korba_22.0048_82.6706,2025-03-08,6.84,1.85,3.7,Prakash Industries Steel Plant,korba
korba_22.0356_83.3564,2025-05-07,6.21,1.68,3.7,,korba
singrauli_24.1505_82.5672,2025-05-30,7.84,2.12,3.7,Block - B coal mine,singrauli
singrauli_24.1788_82.5590,2025-05-18,4.98,1.35,3.7,Block - B coal mine,singrauli
korba_22.3364_82.5534,2025-05-26,2.59,0.7,3.7,Gevra Open Cast Mine,korba
singrauli_24.1590_82.6717,2025-01-03,4.65,1.26,3.69,Dudhichua Mine,singrauli
korba_22.3570_82.3006,2025-03-02,7.79,2.11,3.69,,korba
korba_22.3570_82.3006,2025-11-06,7.79,2.11,3.69,,korba
korba_21.7312_82.2141,2025-06-13,4.95,1.34,3.69,,korba
korba_22.3173_82.5347,2025-05-18,5.69,1.54,3.69,Dipka Open Cast Mine,korba
korba_21.9221_83.3485,2025-05-19,10.92,2.97,3.68,Jindal Steel Works,korba
korba_21.8025_82.9678,2025-12-29,18.03,4.89,3.68,,korba
korba_21.6133_82.4474,2025-01-17,19.35,5.26,3.68,,korba
singrauli_24.1590_82.6717,2025-12-29,4.62,1.26,3.67,Dudhichua Mine,singrauli
korba_22.0356_83.3564,2025-04-20,6.17,1.68,3.67,,korba
korba_22.0048_82.6706,2025-06-09,6.79,1.85,3.67,Prakash Industries Steel Plant,korba
singrauli_24.1445_82.6350,2025-05-09,5.01,1.37,3.67,Nigahi Mine,singrauli
singrauli_24.1445_82.6350,2025-12-30,5.01,1.37,3.67,Nigahi Mine,singrauli
punjab_30.4094_75.9737,2025-05-14,30.78,8.39,3.67,,punjab
korba_21.9221_83.3485,2025-12-27,10.87,2.97,3.66,Jindal Steel Works,korba
korba_21.9122_82.6908,2025-12-26,13.2,3.61,3.66,Prakash Industries Steel Plant,korba
korba_22.0048_82.6706,2025-03-09,6.75,1.85,3.65,Prakash Industries Steel Plant,korba
korba_21.6872_82.5895,2025-12-18,20.23,5.55,3.65,,korba
korba_21.9221_83.3485,2025-08-18,10.84,2.97,3.65,Jindal Steel Works,korba
singrauli_24.1445_82.6350,2025-04-29,4.98,1.37,3.65,Nigahi Mine,singrauli
korba_21.9216_83.0821,2025-01-18,11.59,3.18,3.65,Athena Chhattisgarh power station,korba
singrauli_24.1390_82.7038,2025-12-10,3.95,1.08,3.64,Khadia Mine,singrauli
singrauli_24.1505_82.5672,2025-03-13,7.71,2.12,3.64,Block - B coal mine,singrauli
korba_21.9221_83.3485,2025-01-06,10.77,2.97,3.63,Jindal Steel Works,korba
korba_22.0939_83.1194,2025-11-07,5.19,1.43,3.63,Chhal Coal Mine,korba
korba_21.7460_83.1858,2025-01-25,19.44,5.35,3.63,,korba
korba_22.3173_82.5347,2025-05-26,5.58,1.54,3.62,Dipka Open Cast Mine,korba
korba_22.0126_82.8510,2025-01-10,14.73,4.06,3.62,,korba
korba_21.7779_83.1822,2025-02-10,15.24,4.22,3.61,AVANTHA BHANDAR TPP,korba
korba_21.7584_82.7010,2025-01-03,21.45,5.94,3.61,,korba
korba_21.9221_83.3485,2025-03-28,10.73,2.97,3.61,Jindal Steel Works,korba
korba_22.3312_82.6625,2025-05-12,3.03,0.84,3.61,Kusmunda Open Cast Mine,korba
korba_22.3225_82.6744,2025-05-15,3.07,0.85,3.61,Kusmunda Open Cast Mine,korba
korba_21.9844_83.2332,2025-05-12,5.87,1.63,3.6,RAIGARH TPP,korba
korba_21.6133_82.4474,2025-01-16,18.94,5.26,3.6,,korba
