source_id,date,frp,normal_frp,ratio,industry_name,region
singrauli_24.1641_82.6218,2025-03-03,5.1,1.42,3.59,Nigahi Mine,singrauli
korba_21.8784_82.6595,2025-12-23,16.79,4.68,3.59,Prakash Industries Steel Plant,korba
korba_21.7326_82.8763,2025-12-30,16.21,4.51,3.59,,korba
korba_21.9645_82.5848,2025-01-02,16.86,4.7,3.59,,korba
korba_21.6241_82.3440,2025-01-27,22.91,6.4,3.58,,korba
singrauli_24.1390_82.7038,2025-12-05,3.88,1.08,3.58,Khadia Mine,singrauli
korba_21.7779_83.1822,2025-02-09,15.12,4.22,3.58,AVANTHA BHANDAR TPP,korba
korba_22.3570_82.3006,2025-11-21,7.55,2.11,3.58,,korba
korba_21.8022_82.3404,2025-12-18,21.51,6.03,3.57,,korba
singrauli_24.1590_82.6717,2025-10-08,4.5,1.26,3.57,Dudhichua Mine,singrauli
singrauli_24.2066_82.7111,2025-02-12,4.74,1.33,3.56,Jhingurdah Mine,singrauli
korba_21.8784_82.6595,2025-12-31,16.68,4.68,3.56,Prakash Industries Steel Plant,korba
singrauli_24.1505_82.5672,2025-04-12,7.54,2.12,3.56,Block - B coal mine,singrauli
korba_22.3225_82.6744,2025-06-09,3.03,0.85,3.56,Kusmunda Open Cast Mine,korba
korba_21.7326_82.8763,2025-12-15,16.09,4.51,3.56,,korba
korba_22.3570_82.3006,2025-12-21,7.48,2.11,3.55,,korba
korba_22.3570_82.3006,2025-03-20,7.49,2.11,3.55,,korba
singrauli_24.1390_82.7038,2025-10-19,3.85,1.08,3.55,Khadia Mine,singrauli
korba_22.3173_82.5347,2025-06-13,5.46,1.54,3.55,Dipka Open Cast Mine,korba
korba_21.7549_82.7770,2025-12-28,19.12,5.39,3.55,,korba
singrauli_24.2066_82.7111,2025-06-14,4.72,1.33,3.55,Jhingurdah Mine,singrauli
korba_22.3289_82.5940,2025-02-12,6.25,1.76,3.55,Gevra Open Cast Mine,korba
korba_22.0060_83.0792,2025-02-10,12.95,3.65,3.55,Chhal Coal Mine,korba
singrauli_24.1445_82.6350,2025-05-08,4.84,1.37,3.55,Nigahi Mine,singrauli
korba_22.3570_82.3006,2025-03-23,7.48,2.11,3.55,,korba
korba_21.9221_83.3485,2025-05-21,10.5,2.97,3.54,Jindal Steel Works,korba
korba_21.6960_82.6216,2025-01-19,22.24,6.28,3.54,,korba
korba_22.0356_83.3564,2025-02-15,5.95,1.68,3.54,,korba
korba_22.0048_82.6706,2025-06-13,6.54,1.85,3.54,Prakash Industries Steel Plant,korba
korba_21.6603_83.3688,2025-12-18,17.5,4.96,3.53,,korba
korba_22.3289_82.5940,2025-02-19,6.22,1.76,3.53,Gevra Open Cast Mine,korba
korba_21.6603_83.3688,2025-12-14,17.49,4.96,3.53,,korba
singrauli_24.1505_82.5672,2025-04-07,7.49,2.12,3.53,Block - B coal mine,singrauli
singrauli_24.1641_82.6218,2025-02-05,5.01,1.42,3.53,Nigahi Mine,singrauli
korba_22.0447_83.0136,2025-12-29,12.49,3.54,3.53,,korba
korba_22.0356_83.3564,2025-04-09,5.93,1.68,3.53,,korba
korba_22.3570_82.3006,2025-03-17,7.45,2.11,3.53,,korba
korba_21.9844_83.2332,2025-05-03,5.76,1.63,3.53,RAIGARH TPP,korba
punjab_30.9706_76.2874,2025-05-30,19.39,5.51,3.52,,punjab
singrauli_24.1302_82.6199,2025-01-24,4.15,1.18,3.52,Nigahi Mine,singrauli
singrauli_24.1428_82.6776,2025-04-26,3.59,1.02,3.52,Dudhichua Mine,singrauli
singrauli_24.1354_82.7423,2025-04-16,3.98,1.13,3.52,Krishnashila Coal Mine,singrauli
singrauli_24.1590_82.6717,2025-05-21,4.43,1.26,3.52,Dudhichua Mine,singrauli
korba_22.3225_82.6744,2025-05-09,2.99,0.85,3.52,Kusmunda Open Cast Mine,korba
korba_21.9935_82.3063,2025-12-28,22.61,6.44,3.51,,korba
korba_21.6657_82.7818,2025-01-28,17.13,4.9,3.5,,korba
korba_21.7904_83.3006,2025-02-12,12.48,3.58,3.49,Adani Korba West power station,korba
korba_21.8652_82.7991,2025-01-02,17.08,4.9,3.49,Prakash Industries Steel Plant,korba
korba_21.9221_83.3485,2025-05-12,10.38,2.97,3.49,Jindal Steel Works,korba
korba_22.0356_83.3564,2025-04-16,5.86,1.68,3.49,,korba
singrauli_24.1390_82.7038,2025-12-30,3.79,1.08,3.49,Khadia Mine,singrauli
korba_21.9221_83.3485,2025-08-11,10.38,2.97,3.49,Jindal Steel Works,korba
korba_21.9221_83.3485,2025-11-17,10.38,2.97,3.49,Jindal Steel Works,korba
singrauli_24.1641_82.6218,2025-02-08,4.94,1.42,3.48,Nigahi Mine,singrauli
korba_22.0356_83.3564,2025-03-12,5.84,1.68,3.48,,korba
korba_21.9756_82.5023,2025-12-29,12.59,3.62,3.48,,korba
korba_21.7580_82.5998,2025-12-28,18.29,5.25,3.48,,korba
korba_21.7070_82.5180,2025-01-08,15.98,4.61,3.47,,korba
singrauli_24.1825_82.6579,2025-12-25,3.96,1.14,3.47,Jayant Mine,singrauli
korba_21.8423_82.9605,2025-12-15,11.41,3.29,3.47,,korba
korba_22.0221_83.3796,2025-05-11,4.51,1.3,3.47,,korba
korba_21.7549_82.7770,2025-12-11,18.71,5.39,3.47,,korba
punjab_30.6244_75.3995,2025-11-08,15.47,4.47,3.46,Sohal Steel Works,punjab
korba_22.0356_83.3564,2025-04-13,5.82,1.68,3.46,,korba
singrauli_24.1390_82.7038,2025-10-22,3.75,1.08,3.46,Khadia Mine,singrauli
singrauli_24.1390_82.7038,2025-04-01,3.75,1.08,3.46,Khadia Mine,singrauli
korba_21.9035_82.5092,2025-12-21,16.09,4.65,3.46,,korba
korba_22.0048_82.6706,2025-12-28,6.39,1.85,3.45,Prakash Industries Steel Plant,korba
korba_21.9221_83.3485,2025-03-09,10.24,2.97,3.45,Jindal Steel Works,korba
singrauli_24.1505_82.5672,2025-03-27,7.32,2.12,3.45,Block - B coal mine,singrauli
korba_21.7885_82.8002,2025-12-25,17.68,5.14,3.44,,korba
korba_21.6521_82.9099,2025-01-17,16.07,4.67,3.44,,korba
jamnagar_22.3213_69.8813,2025-01-17,4.63,1.35,3.44,Reliance Refinery,jamnagar
korba_21.9221_83.3485,2025-11-05,10.18,2.97,3.43,Jindal Steel Works,korba
singrauli_24.1505_82.5672,2025-04-06,7.28,2.12,3.43,Block - B coal mine,singrauli
singrauli_24.1641_82.6218,2025-02-28,4.87,1.42,3.43,Nigahi Mine,singrauli
korba_21.9183_82.9214,2025-12-15,13.07,3.81,3.43,,korba
singrauli_24.1825_82.6579,2025-06-07,3.91,1.14,3.43,Jayant Mine,singrauli
singrauli_24.1590_82.6717,2025-03-07,4.32,1.26,3.43,Dudhichua Mine,singrauli
korba_21.9221_83.3485,2025-06-04,10.2,2.97,3.43,Jindal Steel Works,korba
korba_22.0356_83.3564,2025-04-08,5.74,1.68,3.42,,korba
korba_22.3173_82.5347,2025-12-11,5.27,1.54,3.42,Dipka Open Cast Mine,korba
korba_21.9587_82.9834,2025-01-17,17.06,5.01,3.41,,korba
korba_22.0763_82.5281,2025-02-10,22.13,6.48,3.41,,korba
singrauli_24.1445_82.6350,2025-05-02,4.65,1.37,3.41,Nigahi Mine,singrauli
korba_22.3289_82.5940,2025-06-09,6.01,1.76,3.41,Gevra Open Cast Mine,korba
korba_22.3570_82.3006,2025-12-20,7.19,2.11,3.41,,korba
korba_21.8784_82.6595,2025-12-26,15.94,4.68,3.41,Prakash Industries Steel Plant,korba
korba_22.0356_83.3564,2025-06-12,5.71,1.68,3.4,,korba
korba_22.3173_82.5347,2025-06-02,5.24,1.54,3.4,Dipka Open Cast Mine,korba
singrauli_24.1445_82.6350,2025-05-28,4.64,1.37,3.4,Nigahi Mine,singrauli
korba_21.9221_83.3485,2025-02-13,10.09,2.97,3.4,Jindal Steel Works,korba
korba_21.9221_83.3485,2025-11-18,10.11,2.97,3.4,Jindal Steel Works,korba
korba_22.3570_82.3006,2025-12-23,7.17,2.11,3.4,,korba
singrauli_24.2066_82.7111,2025-04-18,4.52,1.33,3.4,Jhingurdah Mine,singrauli
punjab_30.4361_75.8816,2025-05-14,16.74,4.94,3.39,,punjab
korba_22.0939_83.1194,2025-11-05,4.85,1.43,3.39,Chhal Coal Mine,korba
korba_22.0091_82.6249,2025-12-17,12.76,3.76,3.39,,korba
korba_22.0939_83.1194,2025-03-11,4.85,1.43,3.39,Chhal Coal Mine,korba
singrauli_24.1590_82.6717,2025-01-30,4.27,1.26,3.39,Dudhichua Mine,singrauli
korba_22.0179_82.2986,2025-03-28,17.55,5.19,3.38,,korba
singrauli_24.1641_82.6218,2025-02-24,4.8,1.42,3.38,Nigahi Mine,singrauli
singrauli_24.1590_82.6717,2025-06-16,4.26,1.26,3.38,Dudhichua Mine,singrauli
singrauli_24.1788_82.5590,2025-05-20,4.54,1.35,3.38,Block - B coal mine,singrauli
punjab_30.7806_75.4417,2025-11-04,19.1,5.65,3.38,,punjab
singrauli_24.1505_82.5672,2025-05-14,7.15,2.12,3.37,Block - B coal mine,singrauli
singrauli_24.1505_82.5672,2025-05-10,7.14,2.12,3.37,Block - B coal mine,singrauli
korba_22.0048_82.6706,2025-01-03,6.24,1.85,3.37,Prakash Industries Steel Plant,korba
korba_22.0432_82.8063,2025-02-03,16.63,4.94,3.37,Prakash Industries Steel Plant,korba
singrauli_24.1390_82.7038,2025-04-28,3.66,1.08,3.37,Khadia Mine,singrauli
singrauli_24.1641_82.6218,2025-03-01,4.79,1.42,3.37,Nigahi Mine,singrauli
singrauli_24.1505_82.5672,2025-01-30,7.14,2.12,3.37,Block - B coal mine,singrauli
singrauli_24.1649_82.6862,2025-03-23,3.27,0.97,3.37,Dudhichua Mine,singrauli
korba_21.9844_83.2332,2025-04-08,5.47,1.63,3.36,RAIGARH TPP,korba
korba_21.9332_82.2047,2025-01-08,24.26,7.22,3.36,,korba
korba_21.9221_83.3485,2025-06-09,9.97,2.97,3.36,Jindal Steel Works,korba
korba_21.7326_82.8763,2025-12-19,15.15,4.51,3.36,,korba
singrauli_24.1445_82.6350,2025-05-20,4.58,1.37,3.36,Nigahi Mine,singrauli
singrauli_24.1445_82.6350,2025-05-06,4.59,1.37,3.36,Nigahi Mine,singrauli
singrauli_24.1302_82.6199,2025-01-27,3.96,1.18,3.36,Nigahi Mine,singrauli
singrauli_24.1505_82.5672,2025-04-13,7.11,2.12,3.35,Block - B coal mine,singrauli
korba_22.0356_83.3564,2025-12-09,5.63,1.68,3.35,,korba
korba_22.0356_83.3564,2025-03-18,5.63,1.68,3.35,,korba
korba_21.9035_82.5092,2025-06-06,15.51,4.65,3.34,,korba
korba_21.9221_83.3485,2025-01-24,9.93,2.97,3.34,Jindal Steel Works,korba
korba_22.0356_83.3564,2025-12-20,5.61,1.68,3.34,,korba
korba_21.6297_83.2823,2025-12-18,13.12,3.93,3.34,,korba
singrauli_24.1505_82.5672,2025-08-16,7.08,2.12,3.34,Block - B coal mine,singrauli
korba_22.1307_82.6127,2025-02-08,18.52,5.54,3.34,Marwa Thermal Power Plant,korba
korba_21.9035_82.5092,2025-12-30,15.53,4.65,3.34,,korba
punjab_30.4346_76.3017,2025-05-16,11.54,3.45,3.34,,punjab
korba_22.0048_82.6706,2025-11-06,6.17,1.85,3.34,Prakash Industries Steel Plant,korba
singrauli_24.1788_82.5590,2025-05-17,4.48,1.35,3.33,Block - B coal mine,singrauli
korba_22.1121_82.3632,2025-03-12,14.78,4.43,3.33,SIPAT STPS,korba
korba_21.9221_83.3485,2025-11-14,9.9,2.97,3.33,Jindal Steel Works,korba
singrauli_24.1505_82.5672,2025-05-26,7.07,2.12,3.33,Block - B coal mine,singrauli
korba_22.1563_82.2724,2025-12-30,19.08,5.73,3.33,Sipat Thermal Power Station,korba
korba_22.0451_82.8891,2025-12-30,13.48,4.06,3.32,,korba
korba_21.7326_82.8763,2025-12-18,14.99,4.51,3.32,,korba
singrauli_24.1428_82.6776,2025-05-21,3.39,1.02,3.32,Dudhichua Mine,singrauli
korba_22.0356_83.3564,2025-05-15,5.58,1.68,3.32,,korba
singrauli_24.1590_82.6717,2025-06-07,4.18,1.26,3.32,Dudhichua Mine,singrauli
korba_21.8323_82.3306,2025-03-12,20.66,6.24,3.31,,korba
korba_22.3173_82.5347,2025-03-14,5.1,1.54,3.31,Dipka Open Cast Mine,korba
korba_21.9221_83.3485,2025-04-06,9.84,2.97,3.31,Jindal Steel Works,korba
korba_22.3570_82.3006,2025-11-09,6.98,2.11,3.31,,korba
korba_21.8489_82.2738,2025-03-02,17.1,5.16,3.31,,korba
korba_22.0356_83.3564,2025-09-05,5.56,1.68,3.31,,korba
korba_22.0048_82.6706,2025-09-06,6.13,1.85,3.31,Prakash Industries Steel Plant,korba
korba_21.8025_82.9678,2025-03-09,16.21,4.89,3.31,,korba
korba_21.7779_83.1822,2025-02-11,13.92,4.22,3.3,AVANTHA BHANDAR TPP,korba
korba_21.8015_82.3859,2025-12-16,18.42,5.58,3.3,AKALTARA TPP,korba
korba_21.9221_83.3485,2025-02-23,9.81,2.97,3.3,Jindal Steel Works,korba
korba_21.9221_83.3485,2025-02-11,9.81,2.97,3.3,Jindal Steel Works,korba
korba_22.3323_82.5337,2025-05-13,3.04,0.92,3.29,Dipka Open Cast Mine,korba
singrauli_24.1505_82.5672,2025-03-11,6.98,2.12,3.29,Block - B coal mine,singrauli
singrauli_24.1641_82.6218,2025-05-03,4.67,1.42,3.29,Nigahi Mine,singrauli
korba_22.0734_82.9234,2025-04-22,16.31,4.96,3.28,,korba
korba_21.9221_83.3485,2025-03-26,9.74,2.97,3.28,Jindal Steel Works,korba
korba_22.0939_83.1194,2025-04-01,4.69,1.43,3.28,Chhal Coal Mine,korba
korba_21.9221_83.3485,2025-11-21,9.73,2.97,3.28,Jindal Steel Works,korba
korba_22.0025_82.4714,2025-02-02,12.64,3.85,3.28,,korba
korba_22.0484_82.6914,2025-12-27,16.93,5.17,3.27,Prakash Industries Steel Plant,korba
korba_21.6960_82.6216,2025-12-17,20.52,6.28,3.27,,korba
korba_22.3173_82.5347,2025-06-05,5.03,1.54,3.27,Dipka Open Cast Mine,korba
korba_21.9221_83.3485,2025-03-06,9.71,2.97,3.27,Jindal Steel Works,korba
korba_22.3570_82.3006,2025-12-19,6.9,2.11,3.27,,korba
punjab_30.6606_75.4051,2025-05-12,20.45,6.25,3.27,,punjab
singrauli_24.1445_82.6350,2025-04-27,4.46,1.37,3.27,Nigahi Mine,singrauli
korba_21.9437_82.8218,2025-01-02,13.39,4.09,3.27,Prakash Industries Steel Plant,korba
korba_21.6688_83.1565,2025-01-18,13.93,4.26,3.27,,korba
korba_22.0356_83.3564,2025-06-05,5.5,1.68,3.27,,korba
punjab_30.4251_75.9966,2025-05-20,18.13,5.54,3.27,,punjab
singrauli_24.1445_82.6350,2025-02-22,4.45,1.37,3.26,Nigahi Mine,singrauli
korba_22.0356_83.3564,2025-05-04,5.47,1.68,3.26,,korba
korba_22.0356_83.3564,2025-05-10,5.47,1.68,3.26,,korba
korba_21.9221_83.3485,2025-05-15,9.67,2.97,3.26,Jindal Steel Works,korba
singrauli_24.2061_82.5251,2025-09-16,2.74,0.84,3.26,,singrauli
korba_22.0048_82.6706,2025-08-11,6.04,1.85,3.26,Prakash Industries Steel Plant,korba
korba_21.9221_83.3485,2025-12-16,9.66,2.97,3.25,Jindal Steel Works,korba
korba_21.7549_82.7770,2025-12-14,17.53,5.39,3.25,,korba
singrauli_24.1428_82.6776,2025-05-18,3.31,1.02,3.25,Dudhichua Mine,singrauli
singrauli_24.1641_82.6218,2025-06-11,4.62,1.42,3.25,Nigahi Mine,singrauli
korba_22.0048_82.6706,2025-08-30,6.02,1.85,3.25,Prakash Industries Steel Plant,korba
punjab_30.6792_75.6794,2025-05-18,14.03,4.32,3.25,,punjab
korba_21.6913_83.1759,2025-12-20,17.48,5.38,3.25,,korba
korba_21.9221_83.3485,2025-05-04,9.64,2.97,3.25,Jindal Steel Works,korba
singrauli_24.1505_82.5672,2025-03-25,6.89,2.12,3.25,Block - B coal mine,singrauli
korba_21.9221_83.3485,2025-04-07,9.62,2.97,3.24,Jindal Steel Works,korba
korba_22.3570_82.3006,2025-12-05,6.83,2.11,3.24,,korba
korba_21.9221_83.3485,2025-02-26,9.61,2.97,3.24,Jindal Steel Works,korba
korba_22.3570_82.3006,2025-06-15,6.84,2.11,3.24,,korba
singrauli_24.1354_82.7423,2025-07-07,3.66,1.13,3.24,Krishnashila Coal Mine,singrauli
punjab_30.7113_75.9159,2025-05-14,22.9,7.08,3.24,,punjab
korba_21.9254_82.3691,2025-12-30,15.78,4.87,3.24,AKALTARA TPP,korba
korba_21.7885_82.8002,2025-03-26,16.59,5.14,3.23,,korba
korba_21.8652_82.3610,2025-12-24,14.58,4.52,3.23,AKALTARA TPP,korba
korba_22.0048_82.6706,2025-01-21,5.97,1.85,3.23,Prakash Industries Steel Plant,korba
korba_22.3173_82.5347,2025-04-02,4.97,1.54,3.23,Dipka Open Cast Mine,korba
korba_22.3289_82.5940,2025-06-05,5.68,1.76,3.23,Gevra Open Cast Mine,korba
singrauli_24.1905_82.5788,2025-06-14,3.09,0.96,3.22,Block - B coal mine,singrauli
jamnagar_22.3306_69.7450,2025-03-24,5.28,1.64,3.22,Vadinar Refinery,jamnagar
korba_22.3570_82.3006,2025-12-07,6.79,2.11,3.22,,korba
korba_21.9272_82.5719,2025-12-18,14.95,4.64,3.22,,korba
korba_21.9221_83.3485,2025-10-17,9.56,2.97,3.22,Jindal Steel Works,korba
korba_22.0060_83.0792,2025-01-20,11.75,3.65,3.22,Chhal Coal Mine,korba
korba_21.9221_83.3485,2025-11-20,9.57,2.97,3.22,Jindal Steel Works,korba
korba_22.3173_82.5347,2025-04-24,4.96,1.54,3.22,Dipka Open Cast Mine,korba
singrauli_24.1505_82.5672,2025-07-08,6.8,2.12,3.21,Block - B coal mine,singrauli
punjab_30.3423_75.8687,2025-10-30,15.94,4.96,3.21,Dhuri Sugar Mill,punjab
korba_22.0418_82.2792,2025-01-18,13.95,4.34,3.21,,korba
korba_22.3173_82.5347,2025-11-20,4.95,1.54,3.21,Dipka Open Cast Mine,korba
korba_22.0060_83.0792,2025-12-26,11.7,3.65,3.21,Chhal Coal Mine,korba
korba_21.9863_82.7428,2025-12-19,15.83,4.93,3.21,Prakash Industries Steel Plant,korba
singrauli_24.1905_82.5788,2025-06-12,3.08,0.96,3.21,Block - B coal mine,singrauli
singrauli_24.1641_82.6218,2025-01-15,4.56,1.42,3.21,Nigahi Mine,singrauli
korba_22.0939_83.1194,2025-11-20,4.59,1.43,3.21,Chhal Coal Mine,korba
korba_21.9844_83.2332,2025-04-10,5.22,1.63,3.2,RAIGARH TPP,korba
korba_22.0356_83.3564,2025-01-25,5.38,1.68,3.2,,korba
korba_21.7044_83.1609,2025-12-17,21.36,6.68,3.2,,korba
korba_22.3570_82.3006,2025-12-29,6.75,2.11,3.2,,korba
singrauli_24.1590_82.6717,2025-08-17,4.03,1.26,3.2,Dudhichua Mine,singrauli
singrauli_24.1505_82.5672,2025-04-02,6.79,2.12,3.2,Block - B coal mine,singrauli
singrauli_24.1505_82.5672,2025-03-02,6.78,2.12,3.2,Block - B coal mine,singrauli
korba_21.9221_83.3485,2025-05-29,9.51,2.97,3.2,Jindal Steel Works,korba
singrauli_24.1505_82.5672,2025-09-28,6.78,2.12,3.2,Block - B coal mine,singrauli
korba_21.9645_82.5848,2025-12-25,15.04,4.7,3.2,,korba
singrauli_24.1302_82.6199,2025-01-26,3.78,1.18,3.2,Nigahi Mine,singrauli
korba_22.0356_83.3564,2025-11-08,5.38,1.68,3.2,,korba
korba_21.9221_83.3485,2025-10-14,9.47,2.97,3.19,Jindal Steel Works,korba
korba_22.3173_82.5347,2025-02-07,4.92,1.54,3.19,Dipka Open Cast Mine,korba
singrauli_24.1641_82.6218,2025-02-21,4.53,1.42,3.19,Nigahi Mine,singrauli
singrauli_24.4494_83.0391,2025-06-25,2.97,0.93,3.19,Cement Factory,singrauli
korba_21.9221_83.3485,2025-12-28,9.48,2.97,3.19,Jindal Steel Works,korba
korba_22.3570_82.3006,2025-03-08,6.72,2.11,3.18,,korba
korba_22.0356_83.3564,2025-04-06,5.34,1.68,3.18,,korba
korba_22.3570_82.3006,2025-03-03,6.7,2.11,3.18,,korba
korba_21.8524_82.7539,2025-12-17,20.1,6.35,3.17,Prakash Industries Steel Plant,korba
korba_21.9035_82.5092,2025-12-26,14.73,4.65,3.17,,korba
korba_21.7788_83.1458,2025-02-15,15.58,4.92,3.17,,korba
korba_22.0649_82.5825,2025-12-28,14.88,4.7,3.17,MARWA TPP,korba
korba_22.0048_82.6706,2025-10-23,5.87,1.85,3.17,Prakash Industries Steel Plant,korba
korba_21.6769_82.9309,2025-01-04,15.2,4.79,3.17,,korba
korba_21.7312_82.2141,2025-06-12,4.25,1.34,3.17,,korba
korba_22.3173_82.5347,2025-05-15,4.86,1.54,3.16,Dipka Open Cast Mine,korba
korba_21.7312_82.2141,2025-06-08,4.24,1.34,3.16,,korba
korba_22.0939_83.1194,2025-05-07,4.52,1.43,3.16,Chhal Coal Mine,korba
punjab_30.6244_75.3995,2025-05-18,14.11,4.47,3.16,Sohal Steel Works,punjab
singrauli_24.1445_82.6350,2025-05-05,4.31,1.37,3.16,Nigahi Mine,singrauli
korba_22.3570_82.3006,2025-05-13,6.67,2.11,3.16,,korba
singrauli_24.1905_82.5788,2025-06-10,3.03,0.96,3.16,Block - B coal mine,singrauli
korba_21.9035_82.5092,2025-12-09,14.66,4.65,3.15,,korba
korba_22.3289_82.5940,2025-06-11,5.55,1.76,3.15,Gevra Open Cast Mine,korba
korba_22.3570_82.3006,2025-03-29,6.65,2.11,3.15,,korba
korba_21.8524_82.7539,2025-12-31,20.01,6.35,3.15,Prakash Industries Steel Plant,korba
singrauli_24.1505_82.5672,2025-03-12,6.67,2.12,3.15,Block - B coal mine,singrauli
korba_21.9221_83.3485,2025-02-07,9.36,2.97,3.15,Jindal Steel Works,korba
korba_22.0356_83.3564,2025-12-18,5.29,1.68,3.15,,korba
korba_22.0356_83.3564,2025-11-07,5.3,1.68,3.15,,korba
singrauli_24.1825_82.6579,2025-10-16,3.59,1.14,3.15,Jayant Mine,singrauli
korba_22.0356_83.3564,2025-02-22,5.28,1.68,3.14,,korba
korba_22.0356_83.3564,2025-06-13,5.28,1.68,3.14,,korba
korba_22.0734_82.9234,2025-06-05,15.61,4.96,3.14,,korba
korba_21.7549_82.7770,2025-06-09,16.9,5.39,3.14,,korba
singrauli_24.1445_82.6350,2025-02-16,4.28,1.37,3.14,Nigahi Mine,singrauli
korba_22.0313_82.5561,2025-12-30,13.38,4.28,3.13,Marwa Thermal Power Plant,korba
korba_22.0227_83.0262,2025-12-31,14.45,4.62,3.13,Vandana Trailor,korba
korba_21.9221_83.3485,2025-11-28,9.3,2.97,3.13,Jindal Steel Works,korba
korba_22.3173_82.5347,2025-01-03,4.82,1.54,3.13,Dipka Open Cast Mine,korba
korba_22.3173_82.5347,2025-04-04,4.82,1.54,3.13,Dipka Open Cast Mine,korba
korba_21.9221_83.3485,2025-03-18,9.3,2.97,3.13,Jindal Steel Works,korba
korba_22.3570_82.3006,2025-05-14,6.61,2.11,3.13,,korba
singrauli_24.1641_82.6218,2025-01-04,4.45,1.42,3.13,Nigahi Mine,singrauli
punjab_30.4089_75.7713,2025-05-15,16.93,5.42,3.12,,punjab
singrauli_24.1905_82.5788,2025-03-18,3.0,0.96,3.12,Block - B coal mine,singrauli
korba_21.7584_82.7010,2025-01-04,18.51,5.94,3.12,,korba
korba_21.9863_82.3815,2025-12-24,15.05,4.83,3.12,Arasmeta Cement Plant,korba
korba_22.1563_82.2724,2025-03-08,17.88,5.73,3.12,Sipat Thermal Power Station,korba
korba_22.0356_83.3564,2025-11-23,5.25,1.68,3.12,,korba
korba_21.9221_83.3485,2025-11-04,9.26,2.97,3.12,Jindal Steel Works,korba
korba_22.0356_83.3564,2025-05-03,5.25,1.68,3.12,,korba
korba_21.6603_83.3688,2025-12-19,15.45,4.96,3.12,,korba
korba_21.8869_83.2194,2025-01-03,13.71,4.4,3.12,Baradarha Power Station,korba
korba_21.6133_82.4474,2025-12-18,16.42,5.26,3.12,,korba
singrauli_24.1641_82.6218,2025-02-03,4.42,1.42,3.11,Nigahi Mine,singrauli
korba_22.3173_82.5347,2025-12-14,4.79,1.54,3.11,Dipka Open Cast Mine,korba
korba_22.3289_82.5940,2025-04-28,5.48,1.76,3.11,Gevra Open Cast Mine,korba
korba_22.3570_82.3006,2025-03-14,6.57,2.11,3.11,,korba
punjab_30.9688_75.4259,2025-05-18,16.18,5.21,3.11,,punjab
korba_22.0769_82.4634,2025-12-08,13.38,4.3,3.11,,korba
singrauli_24.1825_82.6579,2025-06-05,3.54,1.14,3.11,Jayant Mine,singrauli
punjab_30.3423_75.8687,2025-05-04,15.42,4.96,3.11,Dhuri Sugar Mill,punjab
korba_22.0356_83.3564,2025-05-01,5.22,1.68,3.11,,korba
punjab_30.7322_76.0620,2025-05-15,15.85,5.09,3.11,,punjab
singrauli_24.2066_82.7111,2025-02-13,4.13,1.33,3.11,Jhingurdah Mine,singrauli
singrauli_24.1825_82.6579,2025-04-11,3.53,1.14,3.1,Jayant Mine,singrauli
korba_21.9943_82.5461,2025-12-18,13.63,4.4,3.1,,korba
singrauli_24.1641_82.6218,2025-02-10,4.4,1.42,3.1,Nigahi Mine,singrauli
korba_21.7451_82.9774,2025-12-07,17.18,5.55,3.1,,korba
korba_22.3364_82.5534,2025-06-05,2.17,0.7,3.1,Gevra Open Cast Mine,korba
korba_22.0939_83.1194,2025-10-22,4.42,1.43,3.09,Chhal Coal Mine,korba
singrauli_24.1505_82.5672,2025-04-01,6.56,2.12,3.09,Block - B coal mine,singrauli
korba_21.9352_83.2009,2025-02-09,21.31,6.89,3.09,Baradarha Power Station,korba
singrauli_24.1590_82.6717,2025-05-18,3.89,1.26,3.09,Dudhichua Mine,singrauli
korba_21.6502_82.9836,2025-01-16,12.09,3.92,3.08,,korba
korba_21.7070_82.5180,2025-01-02,14.2,4.61,3.08,,korba
korba_21.6708_82.5032,2025-01-26,19.65,6.38,3.08,,korba
korba_22.3289_82.5940,2025-12-22,5.42,1.76,3.08,Gevra Open Cast Mine,korba
singrauli_24.1445_82.6350,2025-01-01,4.21,1.37,3.08,Nigahi Mine,singrauli
korba_21.9035_82.5092,2025-12-31,14.31,4.65,3.08,,korba
korba_22.3289_82.5940,2025-04-29,5.42,1.76,3.08,Gevra Open Cast Mine,korba
korba_22.3173_82.5347,2025-06-09,4.75,1.54,3.08,Dipka Open Cast Mine,korba
korba_22.3173_82.5347,2025-04-22,4.75,1.54,3.08,Dipka Open Cast Mine,korba
korba_22.0048_82.6706,2025-05-14,5.69,1.85,3.08,Prakash Industries Steel Plant,korba
korba_22.0432_82.8063,2025-02-08,15.2,4.94,3.08,Prakash Industries Steel Plant,korba
korba_21.7011_83.0093,2025-03-07,15.36,4.99,3.08,,korba
singrauli_24.1641_82.6218,2025-02-04,4.36,1.42,3.07,Nigahi Mine,singrauli
korba_22.0356_83.3564,2025-11-05,5.15,1.68,3.07,,korba
korba_21.7977_82.6443,2025-12-25,11.93,3.9,3.06,,korba
korba_21.9221_83.3485,2025-05-11,9.08,2.97,3.06,Jindal Steel Works,korba
korba_22.3173_82.5347,2025-12-15,4.71,1.54,3.06,Dipka Open Cast Mine,korba
korba_21.8784_82.6595,2025-12-18,14.3,4.68,3.06,Prakash Industries Steel Plant,korba
korba_22.3289_82.5940,2025-01-28,5.39,1.76,3.06,Gevra Open Cast Mine,korba
